gene,correct,total,accuracy,class,subclass,cutoff
TRAJ13,51,52,0.981,TRA,TRAJ,0
TRAJ12,52,52,1.0,TRA,TRAJ,0
TRAJ11,52,52,1.0,TRA,TRAJ,0
TRAJ10,52,52,1.0,TRA,TRAJ,0
TRAJ9,52,52,1.0,TRA,TRAJ,0
TRAJ8,35,52,0.673,TRA,TRAJ,0
TRAJ7,52,52,1.0,TRA,TRAJ,0
TRAJ6,51,52,0.981,TRA,TRAJ,0
TRAJ5,50,50,1.0,TRA,TRAJ,0
TRAJ4,52,52,1.0,TRA,TRAJ,0
TRAJ3,50,50,1.0,TRA,TRAJ,0
TRAJ2,52,52,1.0,TRA,TRAJ,0
TRAJ1,42,42,1.0,TRA,TRAJ,0
TRGJ2,46,46,1.0,TRG,TRGJ,0
TRGJP2,42,42,1.0,TRG,TRGJ,0
TRGJ1,45,46,0.978,TRG,TRGJ,0
TRGJP,38,42,0.905,TRG,TRGJ,0
TRGJP1,46,46,1.0,TRG,TRGJ,0
TRGV11,44,44,1.0,TRG,TRGV,0
TRGV10,46,46,1.0,TRG,TRGV,0
TRGV9,46,46,1.0,TRG,TRGV,0
TRGVA,24,24,1.0,TRG,TRGV,0
TRGV8,46,46,1.0,TRG,TRGV,0
TRGV5P,44,44,1.0,TRG,TRGV,0
TRGV5,24,24,1.0,TRG,TRGV,0
TRGV4,12,12,1.0,TRG,TRGV,0
TRGV3,46,46,1.0,TRG,TRGV,0
TRGV2,46,46,1.0,TRG,TRGV,0
TRGV1,46,46,1.0,TRG,TRGV,0
TRBV1,50,50,1.0,TRB,TRBV,0
TRBV2,50,50,1.0,TRB,TRBV,0
TRBV3-1,50,50,1.0,TRB,TRBV,0
TRBV4-1,50,50,1.0,TRB,TRBV,0
TRBV5-1,50,50,1.0,TRB,TRBV,0
TRBV6-1,50,50,1.0,TRB,TRBV,0
TRBV7-1,50,50,1.0,TRB,TRBV,0
TRBV4-2,50,50,1.0,TRB,TRBV,0
TRBV6-2,48,48,1.0,TRB,TRBV,0
TRBV7-2,46,48,0.958,TRB,TRBV,0
TRBV6-4,42,44,0.955,TRB,TRBV,0
TRBV7-3,40,48,0.833,TRB,TRBV,0
TRBV5-3,42,48,0.875,TRB,TRBV,0
TRBV9,42,48,0.875,TRB,TRBV,0
TRBV10-1,48,50,0.96,TRB,TRBV,0
TRBV11-1,34,34,1.0,TRB,TRBV,0
TRBV12-1,50,50,1.0,TRB,TRBV,0
TRBV10-2,50,50,1.0,TRB,TRBV,0
TRBV11-2,50,50,1.0,TRB,TRBV,0
TRBV12-2,50,50,1.0,TRB,TRBV,0
TRBV6-5,48,48,1.0,TRB,TRBV,0
TRBV7-4,50,50,1.0,TRB,TRBV,0
TRBV5-4,50,50,1.0,TRB,TRBV,0
TRBV6-6,49,50,0.98,TRB,TRBV,0
TRBV5-5,50,50,1.0,TRB,TRBV,0
TRBV6-7,50,50,1.0,TRB,TRBV,0
TRBV7-6,50,50,1.0,TRB,TRBV,0
TRBV5-6,50,50,1.0,TRB,TRBV,0
TRBV6-8,40,40,1.0,TRB,TRBV,0
TRBV7-7,47,50,0.94,TRB,TRBV,0
TRBV5-7,40,48,0.833,TRB,TRBV,0
TRBV7-9,38,42,0.905,TRB,TRBV,0
TRBV13,46,50,0.92,TRB,TRBV,0
TRBV10-3,48,48,1.0,TRB,TRBV,0
TRBV11-3,48,48,1.0,TRB,TRBV,0
TRBV12-3,48,48,1.0,TRB,TRBV,0
TRBV12-4,46,46,1.0,TRB,TRBV,0
TRBV12-5,48,50,0.96,TRB,TRBV,0
TRBV14,48,50,0.96,TRB,TRBV,0
TRBV15,48,50,0.96,TRB,TRBV,0
TRBV16,48,50,0.96,TRB,TRBV,0
TRBV17,50,50,1.0,TRB,TRBV,0
TRBV18,50,50,1.0,TRB,TRBV,0
TRBV19,50,50,1.0,TRB,TRBV,0
TRBV20-1,50,50,1.0,TRB,TRBV,0
TRBV21-1,50,50,1.0,TRB,TRBV,0
TRBV23-1,48,50,0.96,TRB,TRBV,0
TRBV24-1,48,50,0.96,TRB,TRBV,0
TRBV25-1,48,50,0.96,TRB,TRBV,0
TRBV26,48,50,0.96,TRB,TRBV,0
TRBV27,48,50,0.96,TRB,TRBV,0
TRBV28,50,50,1.0,TRB,TRBV,0
TRBV29-1,50,50,1.0,TRB,TRBV,0
TRBV30,49,50,0.98,TRB,TRBV,0
TRBJ1-1,46,46,1.0,TRB,TRBJ,0
TRBJ1-2,44,46,0.957,TRB,TRBJ,0
TRBJ1-3,46,46,1.0,TRB,TRBJ,0
TRBJ1-4,46,46,1.0,TRB,TRBJ,0
TRBJ1-5,46,46,1.0,TRB,TRBJ,0
TRBJ1-6,42,46,0.913,TRB,TRBJ,0
TRBJ2-1,46,46,1.0,TRB,TRBJ,0
TRBJ2-2,46,46,1.0,TRB,TRBJ,0
TRBJ2-2P,46,46,1.0,TRB,TRBJ,0
TRBJ2-3,46,46,1.0,TRB,TRBJ,0
TRBJ2-4,46,46,1.0,TRB,TRBJ,0
TRBJ2-5,46,46,1.0,TRB,TRBJ,0
TRBJ2-6,44,46,0.957,TRB,TRBJ,0
TRBJ2-7,45,46,0.978,TRB,TRBJ,0
IGHV1-2,37,64,0.578,IGH,IGHV,0
IGHV1-3,22,34,0.647,IGH,IGHV,0
IGHV1-18,49,54,0.907,IGH,IGHV,0
IGHV1-24,48,52,0.923,IGH,IGHV,0
IGHV1-45,64,66,0.97,IGH,IGHV,0
IGHV1-46,64,66,0.97,IGH,IGHV,0
IGHV1-58,70,70,1.0,IGH,IGHV,0
IGHV1-68,61,68,0.897,IGH,IGHV,0
IGHV1-69,56,68,0.824,IGH,IGHV,0
IGHV1-69-2,10,10,1.0,IGH,IGHV,0
IGHV1-69D,34,36,0.944,IGH,IGHV,0
IGHV2-5,28,34,0.824,IGH,IGHV,0
IGHV2-26,44,52,0.846,IGH,IGHV,0
IGHV2-70,56,60,0.933,IGH,IGHV,0
IGHV2-70D,16,22,0.727,IGH,IGHV,0
IGHV3-11,21,42,0.5,IGH,IGHV,0
IGHV3-13,41,46,0.891,IGH,IGHV,0
IGHV3-15,51,66,0.773,IGH,IGHV,0
IGHV3-16,42,50,0.84,IGH,IGHV,0
IGHV3-19,46,54,0.852,IGH,IGHV,0
IGHV3-20,50,56,0.893,IGH,IGHV,0
IGHV3-21,50,54,0.926,IGH,IGHV,0
IGHV3-22,48,54,0.889,IGH,IGHV,0
IGHV3-23,45,54,0.833,IGH,IGHV,0
IGHV3-25,42,54,0.778,IGH,IGHV,0
IGHV3-29,20,24,0.833,IGH,IGHV,0
IGHV3-30,27,44,0.614,IGH,IGHV,0
IGHV3-30-2,24,30,0.8,IGH,IGHV,0
IGHV3-32,25,46,0.543,IGH,IGHV,0
IGHV3-33,16,16,1.0,IGH,IGHV,0
IGHV3-33-2,42,48,0.875,IGH,IGHV,0
IGHV3-35,60,66,0.909,IGH,IGHV,0
IGHV3-38,60,64,0.938,IGH,IGHV,0
IGHV3-41,22,24,0.917,IGH,IGHV,0
IGHV3-43,58,60,0.967,IGH,IGHV,0
IGHV3-47,60,64,0.938,IGH,IGHV,0
IGHV3-48,58,64,0.906,IGH,IGHV,0
IGHV3-49,66,66,1.0,IGH,IGHV,0
IGHV3-52,67,70,0.957,IGH,IGHV,0
IGHV3-53,63,68,0.926,IGH,IGHV,0
IGHV3-54,41,48,0.854,IGH,IGHV,0
IGHV3-62,64,68,0.941,IGH,IGHV,0
IGHV3-63,62,70,0.886,IGH,IGHV,0
IGHV3-64,70,70,1.0,IGH,IGHV,0
IGHV3-64D,2,4,0.5,IGH,IGHV,0
IGHV3-66,56,60,0.933,IGH,IGHV,0
IGHV3-69-1,10,10,1.0,IGH,IGHV,0
IGHV3-7,30,38,0.789,IGH,IGHV,0
IGHV3-71,54,56,0.964,IGH,IGHV,0
IGHV3-72,68,68,1.0,IGH,IGHV,0
IGHV3-73,68,68,1.0,IGH,IGHV,0
IGHV3-74,68,68,1.0,IGH,IGHV,0
IGHV4-4,18,42,0.429,IGH,IGHV,0
IGHV4-28,42,52,0.808,IGH,IGHV,0
IGHV4-31,8,8,1.0,IGH,IGHV,0
IGHV4-34,54,64,0.844,IGH,IGHV,0
IGHV4-39,52,60,0.867,IGH,IGHV,0
IGHV4-55,70,70,1.0,IGH,IGHV,0
IGHV4-59,68,68,1.0,IGH,IGHV,0
IGHV4-61,46,62,0.742,IGH,IGHV,0
IGHV5-10-1,2,4,0.5,IGH,IGHV,0
IGHV5-51,68,68,1.0,IGH,IGHV,0
IGHV5-78,70,70,1.0,IGH,IGHV,0
IGHV6-1,26,32,0.812,IGH,IGHV,0
IGHV7-34-1,56,64,0.875,IGH,IGHV,0
IGHV7-4-1,8,10,0.8,IGH,IGHV,0
IGHV7-40,56,58,0.966,IGH,IGHV,0
IGHV7-81,66,66,1.0,IGH,IGHV,0
IGHV8-51-1,70,70,1.0,IGH,IGHV,0
IGHD2-2,12,20,0.6,IGH,IGHD,0
IGHD2-8,2,6,0.333,IGH,IGHD,0
IGHD2-15,4,10,0.4,IGH,IGHD,0
IGHD3-3,2,8,0.25,IGH,IGHD,0
IGHD3-9,6,10,0.6,IGH,IGHD,0
IGHD3-10,4,10,0.4,IGH,IGHD,0
IGHD3-16,4,10,0.4,IGH,IGHD,0
IGHD3-22,4,12,0.333,IGH,IGHD,0
IGHJ2,0,2,0.0,IGH,IGHJ,0
IGHJ3,2,2,1.0,IGH,IGHJ,0
IGHJ4,2,4,0.5,IGH,IGHJ,0
IGHJ5,7,26,0.269,IGH,IGHJ,0
IGHJ6,12,22,0.545,IGH,IGHJ,0
IGKV1-5,19,24,0.792,IGK,IGKV,0
IGKV1-6,26,26,1.0,IGK,IGKV,0
IGKV1-8,26,30,0.867,IGK,IGKV,0
IGKV1-9,28,34,0.824,IGK,IGKV,0
IGKV1-12,37,50,0.74,IGK,IGKV,0
IGKV1-13,47,50,0.94,IGK,IGKV,0
IGKV1-16,32,34,0.941,IGK,IGKV,0
IGKV1-17,26,32,0.812,IGK,IGKV,0
IGKV1-27,36,36,1.0,IGK,IGKV,0
IGKV1-33,48,50,0.96,IGK,IGKV,0
IGKV1-37,44,50,0.88,IGK,IGKV,0
IGKV1-39,39,46,0.848,IGK,IGKV,0
IGKV1D-8,44,44,1.0,IGK,IGKV,0
IGKV1D-12,50,50,1.0,IGK,IGKV,0
IGKV1D-13,50,50,1.0,IGK,IGKV,0
IGKV1D-16,44,44,1.0,IGK,IGKV,0
IGKV1D-17,44,44,1.0,IGK,IGKV,0
IGKV1D-33,50,50,1.0,IGK,IGKV,0
IGKV1D-37,50,50,1.0,IGK,IGKV,0
IGKV1D-39,48,48,1.0,IGK,IGKV,0
IGKV1D-42,44,44,1.0,IGK,IGKV,0
IGKV1D-43,44,44,1.0,IGK,IGKV,0
IGKV2-4,22,24,0.917,IGK,IGKV,0
IGKV2-18,32,32,1.0,IGK,IGKV,0
IGKV2-24,41,46,0.891,IGK,IGKV,0
IGKV2-28,48,50,0.96,IGK,IGKV,0
IGKV2-29,35,40,0.875,IGK,IGKV,0
IGKV2-30,48,50,0.96,IGK,IGKV,0
IGKV2-40,8,36,0.222,IGK,IGKV,0
IGKV2D-18,44,44,1.0,IGK,IGKV,0
IGKV2D-24,46,46,1.0,IGK,IGKV,0
IGKV2D-26,50,50,1.0,IGK,IGKV,0
IGKV2D-28,50,50,1.0,IGK,IGKV,0
IGKV2D-29,44,46,0.957,IGK,IGKV,0
IGKV2D-30,50,50,1.0,IGK,IGKV,0
IGKV2D-40,42,42,1.0,IGK,IGKV,0
IGKV3-7,31,46,0.674,IGK,IGKV,0
IGKV3-11,30,32,0.938,IGK,IGKV,0
IGKV3-15,44,46,0.957,IGK,IGKV,0
IGKV3-20,36,36,1.0,IGK,IGKV,0
IGKV3D-7,44,50,0.88,IGK,IGKV,0
IGKV3D-11,44,44,1.0,IGK,IGKV,0
IGKV3D-15,48,50,0.96,IGK,IGKV,0
IGKV3D-20,44,44,1.0,IGK,IGKV,0
IGKV4-1,22,26,0.846,IGK,IGKV,0
IGKV5-2,24,26,0.923,IGK,IGKV,0
IGKV6-21,48,50,0.96,IGK,IGKV,0
IGKV6D-21,50,50,1.0,IGK,IGKV,0
IGKV6D-41,44,44,1.0,IGK,IGKV,0
IGKV7-3,20,22,0.909,IGK,IGKV,0
IGKJ1,12,18,0.667,IGK,IGKJ,0
IGKJ2,8,16,0.5,IGK,IGKJ,0
IGKJ3,22,26,0.846,IGK,IGKJ,0
IGKJ4,22,24,0.917,IGK,IGKJ,0
IGKJ5,30,32,0.938,IGK,IGKJ,0
IGLV1-36,62,62,1.0,IGL,IGLV,0
IGLV1-40,62,64,0.969,IGL,IGLV,0
IGLV1-41,62,64,0.969,IGL,IGLV,0
IGLV1-44,66,66,1.0,IGL,IGLV,0
IGLV1-47,66,66,1.0,IGL,IGLV,0
IGLV1-50,68,68,1.0,IGL,IGLV,0
IGLV1-51,67,68,0.985,IGL,IGLV,0
IGLV1-62,68,68,1.0,IGL,IGLV,0
IGLV10-54,67,68,0.985,IGL,IGLV,0
IGLV11-55,68,68,1.0,IGL,IGLV,0
IGLV2-5,58,58,1.0,IGL,IGLV,0
IGLV2-8,60,60,1.0,IGL,IGLV,0
IGLV2-11,64,64,1.0,IGL,IGLV,0
IGLV2-14,62,64,0.969,IGL,IGLV,0
IGLV2-18,60,60,1.0,IGL,IGLV,0
IGLV2-23,60,60,1.0,IGL,IGLV,0
IGLV2-33,64,64,1.0,IGL,IGLV,0
IGLV2-34,60,60,1.0,IGL,IGLV,0
IGLV3-1,50,50,1.0,IGL,IGLV,0
IGLV3-9,62,62,1.0,IGL,IGLV,0
IGLV3-10,62,62,1.0,IGL,IGLV,0
IGLV3-12,63,64,0.984,IGL,IGLV,0
IGLV3-13,63,64,0.984,IGL,IGLV,0
IGLV3-16,60,60,1.0,IGL,IGLV,0
IGLV3-19,60,60,1.0,IGL,IGLV,0
IGLV3-21,58,60,0.967,IGL,IGLV,0
IGLV3-22,35,36,0.972,IGL,IGLV,0
IGLV3-25,64,64,1.0,IGL,IGLV,0
IGLV3-27,64,64,1.0,IGL,IGLV,0
IGLV3-31,64,64,1.0,IGL,IGLV,0
IGLV3-32,64,64,1.0,IGL,IGLV,0
IGLV4-3,62,62,1.0,IGL,IGLV,0
IGLV4-60,38,38,1.0,IGL,IGLV,0
IGLV4-69,68,68,1.0,IGL,IGLV,0
IGLV5-37,64,64,1.0,IGL,IGLV,0
IGLV5-45,66,66,1.0,IGL,IGLV,0
IGLV5-48,68,68,1.0,IGL,IGLV,0
IGLV5-52,68,68,1.0,IGL,IGLV,0
IGLV6-57,68,68,1.0,IGL,IGLV,0
IGLV7-43,66,66,1.0,IGL,IGLV,0
IGLV7-46,64,64,1.0,IGL,IGLV,0
IGLV8-61,68,68,1.0,IGL,IGLV,0
IGLV9-49,68,68,1.0,IGL,IGLV,0
IGLJ1,58,58,1.0,IGL,IGLJ,0
IGLJ2,63,66,0.955,IGL,IGLJ,0
IGLJ3,62,68,0.912,IGL,IGLJ,0
IGLJ4,68,68,1.0,IGL,IGLJ,0
IGLJ5,67,68,0.985,IGL,IGLJ,0
IGLJ6,68,68,1.0,IGL,IGLJ,0
IGLJ7,67,68,0.985,IGL,IGLJ,0
TRAV1-1,56,56,1.0,TRA,TRAV,5
TRAV1-2,56,56,1.0,TRA,TRAV,5
TRAV2,56,56,1.0,TRA,TRAV,5
TRAV3,56,56,1.0,TRA,TRAV,5
TRAV4,56,56,1.0,TRA,TRAV,5
TRAV5,56,56,1.0,TRA,TRAV,5
TRAV6,44,56,0.786,TRA,TRAV,5
TRAV7,54,54,1.0,TRA,TRAV,5
TRAV8-1,56,56,1.0,TRA,TRAV,5
TRAV9-1,54,54,1.0,TRA,TRAV,5
TRAV10,54,54,1.0,TRA,TRAV,5
TRAV11,52,52,1.0,TRA,TRAV,5
TRAV12-1,54,54,1.0,TRA,TRAV,5
TRAV8-2,52,52,1.0,TRA,TRAV,5
TRAV8-3,54,54,1.0,TRA,TRAV,5
TRAV13-1,54,54,1.0,TRA,TRAV,5
TRAV12-2,54,54,1.0,TRA,TRAV,5
TRAV8-4,54,54,1.0,TRA,TRAV,5
TRAV13-2,54,54,1.0,TRA,TRAV,5
TRAV9-2,54,54,1.0,TRA,TRAV,5
TRAV12-3,54,54,1.0,TRA,TRAV,5
TRAV8-6,54,54,1.0,TRA,TRAV,5
TRAV16,54,54,1.0,TRA,TRAV,5
TRAV17,54,54,1.0,TRA,TRAV,5
TRAV18,54,54,1.0,TRA,TRAV,5
TRAV19,50,50,1.0,TRA,TRAV,5
TRAV20,54,54,1.0,TRA,TRAV,5
TRAV21,54,54,1.0,TRA,TRAV,5
TRAV22,54,54,1.0,TRA,TRAV,5
TRDV1,54,54,1.0,TRD,TRDV,5
TRAV24,54,54,1.0,TRA,TRAV,5
TRAV25,54,54,1.0,TRA,TRAV,5
TRAV26-1,53,54,0.981,TRA,TRAV,5
TRAV8-7,54,54,1.0,TRA,TRAV,5
TRAV27,54,54,1.0,TRA,TRAV,5
TRAV30,54,54,1.0,TRA,TRAV,5
TRAV26-2,52,52,1.0,TRA,TRAV,5
TRAV34,52,52,1.0,TRA,TRAV,5
TRAV35,52,52,1.0,TRA,TRAV,5
TRAV38-1,52,52,1.0,TRA,TRAV,5
TRAV39,52,52,1.0,TRA,TRAV,5
TRAV40,52,52,1.0,TRA,TRAV,5
TRAV41,52,52,1.0,TRA,TRAV,5
TRDV2,52,52,1.0,TRD,TRDV,5
TRDV3,52,52,1.0,TRD,TRDV,5
TRDJ1,52,52,1.0,TRD,TRDJ,5
TRDJ4,26,26,1.0,TRD,TRDJ,5
TRDJ2,52,52,1.0,TRD,TRDJ,5
TRDJ3,48,48,1.0,TRD,TRDJ,5
TRAJ61,52,52,1.0,TRA,TRAJ,5
TRAJ60,50,50,1.0,TRA,TRAJ,5
TRAJ59,50,50,1.0,TRA,TRAJ,5
TRAJ58,52,52,1.0,TRA,TRAJ,5
TRAJ57,44,44,1.0,TRA,TRAJ,5
TRAJ56,52,52,1.0,TRA,TRAJ,5
TRAJ55,52,52,1.0,TRA,TRAJ,5
TRAJ54,48,48,1.0,TRA,TRAJ,5
TRAJ53,52,52,1.0,TRA,TRAJ,5
TRAJ52,50,50,1.0,TRA,TRAJ,5
TRAJ51,52,52,1.0,TRA,TRAJ,5
TRAJ50,52,52,1.0,TRA,TRAJ,5
TRAJ49,52,52,1.0,TRA,TRAJ,5
TRAJ48,52,52,1.0,TRA,TRAJ,5
TRAJ47,52,52,1.0,TRA,TRAJ,5
TRAJ46,52,52,1.0,TRA,TRAJ,5
TRAJ45,52,52,1.0,TRA,TRAJ,5
TRAJ44,46,46,1.0,TRA,TRAJ,5
TRAJ43,52,52,1.0,TRA,TRAJ,5
TRAJ42,52,52,1.0,TRA,TRAJ,5
TRAJ41,50,50,1.0,TRA,TRAJ,5
TRAJ40,52,52,1.0,TRA,TRAJ,5
TRAJ39,52,52,1.0,TRA,TRAJ,5
TRAJ38,48,48,1.0,TRA,TRAJ,5
TRAJ37,51,52,0.981,TRA,TRAJ,5
TRAJ36,52,52,1.0,TRA,TRAJ,5
TRAJ35,52,52,1.0,TRA,TRAJ,5
TRAJ34,52,52,1.0,TRA,TRAJ,5
TRAJ33,52,52,1.0,TRA,TRAJ,5
TRAJ32,50,52,0.962,TRA,TRAJ,5
TRAJ31,52,52,1.0,TRA,TRAJ,5
TRAJ30,52,52,1.0,TRA,TRAJ,5
TRAJ29,52,52,1.0,TRA,TRAJ,5
TRAJ28,52,52,1.0,TRA,TRAJ,5
TRAJ27,52,52,1.0,TRA,TRAJ,5
TRAJ26,52,52,1.0,TRA,TRAJ,5
TRAJ25,52,52,1.0,TRA,TRAJ,5
TRAJ24,52,52,1.0,TRA,TRAJ,5
TRAJ23,52,52,1.0,TRA,TRAJ,5
TRAJ22,52,52,1.0,TRA,TRAJ,5
TRAJ21,52,52,1.0,TRA,TRAJ,5
TRAJ20,52,52,1.0,TRA,TRAJ,5
TRAJ19,50,50,1.0,TRA,TRAJ,5
TRAJ18,50,50,1.0,TRA,TRAJ,5
TRAJ17,50,50,1.0,TRA,TRAJ,5
TRAJ16,51,52,0.981,TRA,TRAJ,5
TRAJ14,52,52,1.0,TRA,TRAJ,5
TRAJ13,51,52,0.981,TRA,TRAJ,5
TRAJ12,52,52,1.0,TRA,TRAJ,5
TRAJ11,52,52,1.0,TRA,TRAJ,5
TRAJ10,52,52,1.0,TRA,TRAJ,5
TRAJ9,52,52,1.0,TRA,TRAJ,5
TRAJ8,35,52,0.673,TRA,TRAJ,5
TRAJ7,52,52,1.0,TRA,TRAJ,5
TRAJ6,51,52,0.981,TRA,TRAJ,5
TRAJ5,50,50,1.0,TRA,TRAJ,5
TRAJ4,52,52,1.0,TRA,TRAJ,5
TRAJ3,50,50,1.0,TRA,TRAJ,5
TRAJ2,52,52,1.0,TRA,TRAJ,5
TRAJ1,42,42,1.0,TRA,TRAJ,5
TRGJ2,46,46,1.0,TRG,TRGJ,5
TRGJP2,42,42,1.0,TRG,TRGJ,5
TRGJ1,45,46,0.978,TRG,TRGJ,5
TRGJP,38,42,0.905,TRG,TRGJ,5
TRGJP1,46,46,1.0,TRG,TRGJ,5
TRGV11,44,44,1.0,TRG,TRGV,5
TRGV10,46,46,1.0,TRG,TRGV,5
TRGV9,46,46,1.0,TRG,TRGV,5
TRGVA,24,24,1.0,TRG,TRGV,5
TRGV8,46,46,1.0,TRG,TRGV,5
TRGV5P,44,44,1.0,TRG,TRGV,5
TRGV5,24,24,1.0,TRG,TRGV,5
TRGV4,12,12,1.0,TRG,TRGV,5
TRGV3,46,46,1.0,TRG,TRGV,5
TRGV2,46,46,1.0,TRG,TRGV,5
TRGV1,46,46,1.0,TRG,TRGV,5
TRBV1,50,50,1.0,TRB,TRBV,5
TRBV2,50,50,1.0,TRB,TRBV,5
TRBV3-1,50,50,1.0,TRB,TRBV,5
TRBV4-1,50,50,1.0,TRB,TRBV,5
TRBV5-1,50,50,1.0,TRB,TRBV,5
TRBV6-1,50,50,1.0,TRB,TRBV,5
TRBV7-1,50,50,1.0,TRB,TRBV,5
TRBV4-2,50,50,1.0,TRB,TRBV,5
TRBV6-2,48,48,1.0,TRB,TRBV,5
TRBV7-2,44,44,1.0,TRB,TRBV,5
TRBV6-4,40,40,1.0,TRB,TRBV,5
TRBV7-3,40,40,1.0,TRB,TRBV,5
TRBV5-3,40,40,1.0,TRB,TRBV,5
TRBV9,40,40,1.0,TRB,TRBV,5
TRBV10-1,46,46,1.0,TRB,TRBV,5
TRBV11-1,32,32,1.0,TRB,TRBV,5
