gene,correct,total,accuracy,class,subclass,cutoff
TRBV6-4,38,38,1.0,TRB,TRBV,0
TRBV7-3,38,38,1.0,TRB,TRBV,0
TRBV5-3,38,38,1.0,TRB,TRBV,0
TRBV9,38,38,1.0,TRB,TRBV,0
TRBV10-1,38,38,1.0,TRB,TRBV,0
TRBV11-1,28,28,1.0,TRB,TRBV,0
TRBV12-1,38,38,1.0,TRB,TRBV,0
TRBV10-2,38,38,1.0,TRB,TRBV,0
TRBV11-2,38,38,1.0,TRB,TRBV,0
TRBV12-2,38,38,1.0,TRB,TRBV,0
TRBV6-5,38,38,1.0,TRB,TRBV,0
TRBV7-4,38,38,1.0,TRB,TRBV,0
TRBV5-4,38,38,1.0,TRB,TRBV,0
TRBV6-6,38,38,1.0,TRB,TRBV,0
TRBV5-5,38,38,1.0,TRB,TRBV,0
TRBV6-7,38,38,1.0,TRB,TRBV,0
TRBV7-6,36,36,1.0,TRB,TRBV,0
TRBV5-6,38,38,1.0,TRB,TRBV,0
TRBV6-8,30,30,1.0,TRB,TRBV,0
TRBV7-7,29,36,0.806,TRB,TRBV,0
TRBV5-7,36,36,1.0,TRB,TRBV,0
TRBV7-9,34,34,1.0,TRB,TRBV,0
TRBV13,36,36,1.0,TRB,TRBV,0
TRBV10-3,38,38,1.0,TRB,TRBV,0
TRBV11-3,38,38,1.0,TRB,TRBV,0
TRBV12-3,38,38,1.0,TRB,TRBV,0
TRBV12-4,36,36,1.0,TRB,TRBV,0
TRBV12-5,38,38,1.0,TRB,TRBV,0
TRBV14,38,38,1.0,TRB,TRBV,0
TRBV15,38,38,1.0,TRB,TRBV,0
TRBV16,38,38,1.0,TRB,TRBV,0
TRBV17,38,38,1.0,TRB,TRBV,0
TRBV18,38,38,1.0,TRB,TRBV,0
TRBV19,38,38,1.0,TRB,TRBV,0
TRBV20-1,38,38,1.0,TRB,TRBV,0
TRBV21-1,36,36,1.0,TRB,TRBV,0
TRBV23-1,38,38,1.0,TRB,TRBV,0
TRBV24-1,38,38,1.0,TRB,TRBV,0
TRBV25-1,36,36,1.0,TRB,TRBV,0
TRBV26,32,32,1.0,TRB,TRBV,0
TRBV27,38,38,1.0,TRB,TRBV,0
TRBV28,38,38,1.0,TRB,TRBV,0
TRBV29-1,38,38,1.0,TRB,TRBV,0
TRBV30,38,38,1.0,TRB,TRBV,0
TRBJ1-1,38,38,1.0,TRB,TRBJ,0
TRBJ1-2,38,38,1.0,TRB,TRBJ,0
TRBJ1-3,38,38,1.0,TRB,TRBJ,0
TRBJ1-4,36,36,1.0,TRB,TRBJ,0
TRBJ1-5,38,38,1.0,TRB,TRBJ,0
TRBJ1-6,38,38,1.0,TRB,TRBJ,0
TRBJ2-1,38,38,1.0,TRB,TRBJ,0
TRBJ2-2,38,38,1.0,TRB,TRBJ,0
TRBJ2-2P,38,38,1.0,TRB,TRBJ,0
TRBJ2-3,38,38,1.0,TRB,TRBJ,0
TRBJ2-4,38,38,1.0,TRB,TRBJ,0
TRBJ2-5,38,38,1.0,TRB,TRBJ,0
TRBJ2-6,38,38,1.0,TRB,TRBJ,0
TRBJ2-7,38,38,1.0,TRB,TRBJ,0
IGHV1-2,5,32,0.156,IGH,IGHV,0
IGHV1-18,12,12,1.0,IGH,IGHV,0
IGHV1-24,32,32,1.0,IGH,IGHV,0
IGHV1-45,36,36,1.0,IGH,IGHV,0
IGHV1-46,36,36,1.0,IGH,IGHV,0
IGHV1-58,38,38,1.0,IGH,IGHV,0
IGHV1-68,37,38,0.974,IGH,IGHV,0
IGHV1-69,29,32,0.906,IGH,IGHV,0
IGHV1-69-2,8,8,1.0,IGH,IGHV,0
IGHV1-69D,8,8,1.0,IGH,IGHV,0
IGHV2-5,22,22,1.0,IGH,IGHV,0
IGHV2-26,28,28,1.0,IGH,IGHV,0
IGHV2-70,26,34,0.765,IGH,IGHV,0
IGHV2-70D,13,16,0.812,IGH,IGHV,0
IGHV3-11,9,10,0.9,IGH,IGHV,0
IGHV3-13,6,6,1.0,IGH,IGHV,0
IGHV3-15,18,22,0.818,IGH,IGHV,0
IGHV3-16,14,14,1.0,IGH,IGHV,0
IGHV3-19,16,16,1.0,IGH,IGHV,0
IGHV3-20,20,20,1.0,IGH,IGHV,0
IGHV3-21,30,30,1.0,IGH,IGHV,0
IGHV3-22,30,30,1.0,IGH,IGHV,0
IGHV3-23,30,30,1.0,IGH,IGHV,0
IGHV3-25,34,34,1.0,IGH,IGHV,0
IGHV3-29,10,10,1.0,IGH,IGHV,0
IGHV3-30,23,28,0.821,IGH,IGHV,0
IGHV3-30-2,32,32,1.0,IGH,IGHV,0
IGHV3-32,16,26,0.615,IGH,IGHV,0
IGHV3-33,20,20,1.0,IGH,IGHV,0
IGHV3-33-2,18,18,1.0,IGH,IGHV,0
IGHV3-35,34,34,1.0,IGH,IGHV,0
IGHV3-38,20,20,1.0,IGH,IGHV,0
IGHV3-41,14,14,1.0,IGH,IGHV,0
IGHV3-43,24,24,1.0,IGH,IGHV,0
IGHV3-47,35,36,0.972,IGH,IGHV,0
IGHV3-48,35,36,0.972,IGH,IGHV,0
IGHV3-49,38,38,1.0,IGH,IGHV,0
IGHV3-52,38,38,1.0,IGH,IGHV,0
IGHV3-53,38,38,1.0,IGH,IGHV,0
IGHV3-54,34,34,1.0,IGH,IGHV,0
IGHV3-62,32,34,0.941,IGH,IGHV,0
IGHV3-63,38,38,1.0,IGH,IGHV,0
IGHV3-64,38,38,1.0,IGH,IGHV,0
IGHV3-64D,10,10,1.0,IGH,IGHV,0
IGHV3-66,29,30,0.967,IGH,IGHV,0
IGHV3-69-1,8,8,1.0,IGH,IGHV,0
IGHV3-7,26,26,1.0,IGH,IGHV,0
IGHV3-71,26,26,1.0,IGH,IGHV,0
IGHV3-72,36,36,1.0,IGH,IGHV,0
IGHV3-73,36,36,1.0,IGH,IGHV,0
IGHV3-74,14,14,1.0,IGH,IGHV,0
IGHV4-4,1,2,0.5,IGH,IGHV,0
IGHV4-28,17,18,0.944,IGH,IGHV,0
IGHV4-31,10,10,1.0,IGH,IGHV,0
IGHV4-34,22,22,1.0,IGH,IGHV,0
IGHV4-39,30,34,0.882,IGH,IGHV,0
IGHV4-55,38,38,1.0,IGH,IGHV,0
IGHV4-59,36,36,1.0,IGH,IGHV,0
IGHV4-61,19,34,0.559,IGH,IGHV,0
IGHV5-10-1,10,10,1.0,IGH,IGHV,0
IGHV5-51,36,36,1.0,IGH,IGHV,0
IGHV5-78,38,38,1.0,IGH,IGHV,0
IGHV6-1,14,14,1.0,IGH,IGHV,0
IGHV7-34-1,32,32,1.0,IGH,IGHV,0
IGHV7-4-1,12,12,1.0,IGH,IGHV,0
IGHV7-40,36,36,1.0,IGH,IGHV,0
IGHV7-81,38,38,1.0,IGH,IGHV,0
IGHV8-51-1,37,38,0.974,IGH,IGHV,0
IGHD2-2,3,4,0.75,IGH,IGHD,0
IGHD2-8,4,4,1.0,IGH,IGHD,0
IGHD2-15,2,2,1.0,IGH,IGHD,0
IGHD3-3,4,4,1.0,IGH,IGHD,0
IGHD3-9,4,4,1.0,IGH,IGHD,0
IGHD3-10,4,4,1.0,IGH,IGHD,0
IGHD3-16,4,4,1.0,IGH,IGHD,0
IGHJ3,0,2,0.0,IGH,IGHJ,0
IGHJ4,2,2,1.0,IGH,IGHJ,0
IGHJ5,8,10,0.8,IGH,IGHJ,0
IGHJ6,14,16,0.875,IGH,IGHJ,0
IGKV1-5,20,20,1.0,IGK,IGKV,0
IGKV1-6,14,14,1.0,IGK,IGKV,0
IGKV1-8,4,4,1.0,IGK,IGKV,0
IGKV1-9,1,2,0.5,IGK,IGKV,0
IGKV1-12,20,26,0.769,IGK,IGKV,0
IGKV1-13,32,32,1.0,IGK,IGKV,0
IGKV1-16,2,2,1.0,IGK,IGKV,0
IGKV1-17,2,2,1.0,IGK,IGKV,0
IGKV1-27,4,4,1.0,IGK,IGKV,0
IGKV1-33,16,16,1.0,IGK,IGKV,0
IGKV1-37,14,14,1.0,IGK,IGKV,0
IGKV1-39,13,14,0.929,IGK,IGKV,0
IGKV1D-8,12,12,1.0,IGK,IGKV,0
IGKV1D-12,29,30,0.967,IGK,IGKV,0
IGKV1D-13,32,32,1.0,IGK,IGKV,0
IGKV1D-16,14,14,1.0,IGK,IGKV,0
IGKV1D-17,12,12,1.0,IGK,IGKV,0
IGKV1D-33,16,16,1.0,IGK,IGKV,0
IGKV1D-37,14,14,1.0,IGK,IGKV,0
IGKV1D-39,12,12,1.0,IGK,IGKV,0
IGKV1D-42,12,12,1.0,IGK,IGKV,0
IGKV1D-43,14,14,1.0,IGK,IGKV,0
IGKV2-4,26,26,1.0,IGK,IGKV,0
IGKV2-18,4,4,1.0,IGK,IGKV,0
IGKV2-24,8,16,0.5,IGK,IGKV,0
IGKV2-28,20,20,1.0,IGK,IGKV,0
IGKV2-29,6,10,0.6,IGK,IGKV,0
IGKV2-30,20,20,1.0,IGK,IGKV,0
IGKV2-40,0,16,0.0,IGK,IGKV,0
IGKV2D-18,4,4,1.0,IGK,IGKV,0
IGKV2D-24,4,4,1.0,IGK,IGKV,0
IGKV2D-26,16,16,1.0,IGK,IGKV,0
IGKV2D-28,20,20,1.0,IGK,IGKV,0
IGKV2D-29,6,6,1.0,IGK,IGKV,0
IGKV2D-30,20,20,1.0,IGK,IGKV,0
IGKV2D-40,10,10,1.0,IGK,IGKV,0
IGKV3-7,13,28,0.464,IGK,IGKV,0
IGKV3-15,20,20,1.0,IGK,IGKV,0
IGKV3-20,6,6,1.0,IGK,IGKV,0
IGKV3D-7,28,28,1.0,IGK,IGKV,0
IGKV3D-11,18,18,1.0,IGK,IGKV,0
IGKV3D-15,21,24,0.875,IGK,IGKV,0
IGKV3D-20,4,4,1.0,IGK,IGKV,0
IGKV4-1,20,20,1.0,IGK,IGKV,0
IGKV5-2,24,24,1.0,IGK,IGKV,0
IGKV6-21,20,20,1.0,IGK,IGKV,0
IGKV6D-21,22,22,1.0,IGK,IGKV,0
IGKV6D-41,18,18,1.0,IGK,IGKV,0
IGKV7-3,28,28,1.0,IGK,IGKV,0
IGKJ1,2,2,1.0,IGK,IGKJ,0
IGKJ2,1,2,0.5,IGK,IGKJ,0
IGKJ3,4,4,1.0,IGK,IGKJ,0
IGKJ4,18,18,1.0,IGK,IGKJ,0
IGKJ5,28,28,1.0,IGK,IGKJ,0
IGLV1-36,34,34,1.0,IGL,IGLV,0
IGLV1-40,38,38,1.0,IGL,IGLV,0
IGLV1-41,34,38,0.895,IGL,IGLV,0
IGLV1-44,38,38,1.0,IGL,IGLV,0
IGLV1-47,36,36,1.0,IGL,IGLV,0
IGLV1-50,38,38,1.0,IGL,IGLV,0
IGLV1-51,36,36,1.0,IGL,IGLV,0
IGLV1-62,38,38,1.0,IGL,IGLV,0
IGLV10-54,38,38,1.0,IGL,IGLV,0
IGLV11-55,38,38,1.0,IGL,IGLV,0
IGLV2-5,34,34,1.0,IGL,IGLV,0
IGLV2-8,38,38,1.0,IGL,IGLV,0
IGLV2-11,34,34,1.0,IGL,IGLV,0
IGLV2-14,36,36,1.0,IGL,IGLV,0
IGLV2-18,36,36,1.0,IGL,IGLV,0
IGLV2-23,38,38,1.0,IGL,IGLV,0
IGLV2-33,38,38,1.0,IGL,IGLV,0
IGLV2-34,36,36,1.0,IGL,IGLV,0
IGLV3-1,38,38,1.0,IGL,IGLV,0
IGLV3-9,36,36,1.0,IGL,IGLV,0
IGLV3-10,34,34,1.0,IGL,IGLV,0
IGLV3-12,38,38,1.0,IGL,IGLV,0
IGLV3-13,38,38,1.0,IGL,IGLV,0
IGLV3-16,38,38,1.0,IGL,IGLV,0
IGLV3-19,38,38,1.0,IGL,IGLV,0
IGLV3-21,38,38,1.0,IGL,IGLV,0
IGLV3-22,20,20,1.0,IGL,IGLV,0
IGLV3-25,38,38,1.0,IGL,IGLV,0
IGLV3-27,38,38,1.0,IGL,IGLV,0
IGLV3-31,38,38,1.0,IGL,IGLV,0
IGLV3-32,38,38,1.0,IGL,IGLV,0
IGLV4-3,38,38,1.0,IGL,IGLV,0
IGLV4-60,24,24,1.0,IGL,IGLV,0
IGLV4-69,38,38,1.0,IGL,IGLV,0
IGLV5-37,38,38,1.0,IGL,IGLV,0
IGLV5-45,38,38,1.0,IGL,IGLV,0
IGLV5-48,34,34,1.0,IGL,IGLV,0
IGLV5-52,38,38,1.0,IGL,IGLV,0
IGLV6-57,38,38,1.0,IGL,IGLV,0
IGLV7-43,38,38,1.0,IGL,IGLV,0
IGLV7-46,38,38,1.0,IGL,IGLV,0
IGLV8-61,38,38,1.0,IGL,IGLV,0
IGLV9-49,38,38,1.0,IGL,IGLV,0
IGLJ1,36,36,1.0,IGL,IGLJ,0
IGLJ2,34,34,1.0,IGL,IGLJ,0
IGLJ3,38,38,1.0,IGL,IGLJ,0
IGLJ4,38,38,1.0,IGL,IGLJ,0
IGLJ5,37,38,0.974,IGL,IGLJ,0
IGLJ6,38,38,1.0,IGL,IGLJ,0
IGLJ7,38,38,1.0,IGL,IGLJ,0
TRAV1-1,38,38,1.0,TRA,TRAV,5
TRAV1-2,38,38,1.0,TRA,TRAV,5
TRAV2,38,38,1.0,TRA,TRAV,5
TRAV3,38,38,1.0,TRA,TRAV,5
TRAV4,38,38,1.0,TRA,TRAV,5
TRAV5,38,38,1.0,TRA,TRAV,5
TRAV6,33,38,0.868,TRA,TRAV,5
TRAV7,38,38,1.0,TRA,TRAV,5
TRAV8-1,38,38,1.0,TRA,TRAV,5
TRAV9-1,38,38,1.0,TRA,TRAV,5
TRAV10,38,38,1.0,TRA,TRAV,5
TRAV11,38,38,1.0,TRA,TRAV,5
TRAV12-1,38,38,1.0,TRA,TRAV,5
TRAV8-2,38,38,1.0,TRA,TRAV,5
TRAV8-3,38,38,1.0,TRA,TRAV,5
TRAV13-1,38,38,1.0,TRA,TRAV,5
TRAV12-2,38,38,1.0,TRA,TRAV,5
TRAV8-4,38,38,1.0,TRA,TRAV,5
TRAV13-2,38,38,1.0,TRA,TRAV,5
TRAV9-2,38,38,1.0,TRA,TRAV,5
TRAV12-3,38,38,1.0,TRA,TRAV,5
TRAV8-6,38,38,1.0,TRA,TRAV,5
TRAV16,38,38,1.0,TRA,TRAV,5
TRAV17,38,38,1.0,TRA,TRAV,5
TRAV18,38,38,1.0,TRA,TRAV,5
TRAV19,26,26,1.0,TRA,TRAV,5
TRAV20,38,38,1.0,TRA,TRAV,5
TRAV21,38,38,1.0,TRA,TRAV,5
TRAV22,38,38,1.0,TRA,TRAV,5
TRDV1,38,38,1.0,TRD,TRDV,5
TRAV24,38,38,1.0,TRA,TRAV,5
TRAV25,36,36,1.0,TRA,TRAV,5
TRAV26-1,38,38,1.0,TRA,TRAV,5
TRAV8-7,38,38,1.0,TRA,TRAV,5
TRAV27,38,38,1.0,TRA,TRAV,5
TRAV30,38,38,1.0,TRA,TRAV,5
TRAV26-2,38,38,1.0,TRA,TRAV,5
TRAV34,38,38,1.0,TRA,TRAV,5
TRAV35,38,38,1.0,TRA,TRAV,5
TRAV38-1,38,38,1.0,TRA,TRAV,5
TRAV39,38,38,1.0,TRA,TRAV,5
TRAV40,38,38,1.0,TRA,TRAV,5
TRAV41,38,38,1.0,TRA,TRAV,5
TRDV2,38,38,1.0,TRD,TRDV,5
TRDV3,38,38,1.0,TRD,TRDV,5
TRDJ1,38,38,1.0,TRD,TRDJ,5
TRDJ4,20,20,1.0,TRD,TRDJ,5
TRDJ2,38,38,1.0,TRD,TRDJ,5
TRDJ3,38,38,1.0,TRD,TRDJ,5
TRAJ61,38,38,1.0,TRA,TRAJ,5
TRAJ60,38,38,1.0,TRA,TRAJ,5
TRAJ59,38,38,1.0,TRA,TRAJ,5
TRAJ58,38,38,1.0,TRA,TRAJ,5
TRAJ57,28,28,1.0,TRA,TRAJ,5
TRAJ56,38,38,1.0,TRA,TRAJ,5
TRAJ55,38,38,1.0,TRA,TRAJ,5
TRAJ54,38,38,1.0,TRA,TRAJ,5
TRAJ53,32,32,1.0,TRA,TRAJ,5
TRAJ52,36,36,1.0,TRA,TRAJ,5
TRAJ51,38,38,1.0,TRA,TRAJ,5
TRAJ50,38,38,1.0,TRA,TRAJ,5
TRAJ49,38,38,1.0,TRA,TRAJ,5
TRAJ48,38,38,1.0,TRA,TRAJ,5
TRAJ47,36,36,1.0,TRA,TRAJ,5
TRAJ46,38,38,1.0,TRA,TRAJ,5
TRAJ45,38,38,1.0,TRA,TRAJ,5
TRAJ44,38,38,1.0,TRA,TRAJ,5
TRAJ43,38,38,1.0,TRA,TRAJ,5
TRAJ42,38,38,1.0,TRA,TRAJ,5
TRAJ41,34,34,1.0,TRA,TRAJ,5
TRAJ40,38,38,1.0,TRA,TRAJ,5
TRAJ39,38,38,1.0,TRA,TRAJ,5
TRAJ38,34,34,1.0,TRA,TRAJ,5
TRAJ37,38,38,1.0,TRA,TRAJ,5
TRAJ36,38,38,1.0,TRA,TRAJ,5
TRAJ35,38,38,1.0,TRA,TRAJ,5
TRAJ34,38,38,1.0,TRA,TRAJ,5
TRAJ33,38,38,1.0,TRA,TRAJ,5
TRAJ32,38,38,1.0,TRA,TRAJ,5
TRAJ31,38,38,1.0,TRA,TRAJ,5
TRAJ30,38,38,1.0,TRA,TRAJ,5
TRAJ29,38,38,1.0,TRA,TRAJ,5
TRAJ28,38,38,1.0,TRA,TRAJ,5
TRAJ27,38,38,1.0,TRA,TRAJ,5
TRAJ26,38,38,1.0,TRA,TRAJ,5
TRAJ25,38,38,1.0,TRA,TRAJ,5
TRAJ24,38,38,1.0,TRA,TRAJ,5
TRAJ23,38,38,1.0,TRA,TRAJ,5
TRAJ22,38,38,1.0,TRA,TRAJ,5
TRAJ21,34,34,1.0,TRA,TRAJ,5
TRAJ20,38,38,1.0,TRA,TRAJ,5
TRAJ19,32,32,1.0,TRA,TRAJ,5
TRAJ18,38,38,1.0,TRA,TRAJ,5
TRAJ17,32,32,1.0,TRA,TRAJ,5
TRAJ16,37,38,0.974,TRA,TRAJ,5
TRAJ14,38,38,1.0,TRA,TRAJ,5
TRAJ13,38,38,1.0,TRA,TRAJ,5
TRAJ12,38,38,1.0,TRA,TRAJ,5
TRAJ11,38,38,1.0,TRA,TRAJ,5
TRAJ10,38,38,1.0,TRA,TRAJ,5
TRAJ9,38,38,1.0,TRA,TRAJ,5
TRAJ8,38,38,1.0,TRA,TRAJ,5
TRAJ7,38,38,1.0,TRA,TRAJ,5
TRAJ6,38,38,1.0,TRA,TRAJ,5
TRAJ5,32,32,1.0,TRA,TRAJ,5
TRAJ4,38,38,1.0,TRA,TRAJ,5
TRAJ3,34,34,1.0,TRA,TRAJ,5
TRAJ2,38,38,1.0,TRA,TRAJ,5
TRAJ1,32,32,1.0,TRA,TRAJ,5
TRGJ2,36,36,1.0,TRG,TRGJ,5
TRGJP2,32,32,1.0,TRG,TRGJ,5
TRGJ1,38,38,1.0,TRG,TRGJ,5
TRGJP,34,34,1.0,TRG,TRGJ,5
TRGJP1,38,38,1.0,TRG,TRGJ,5
TRGV11,38,38,1.0,TRG,TRGV,5
TRGV10,38,38,1.0,TRG,TRGV,5
TRGV9,38,38,1.0,TRG,TRGV,5
TRGVA,30,30,1.0,TRG,TRGV,5
TRGV8,38,38,1.0,TRG,TRGV,5
TRGV5P,32,32,1.0,TRG,TRGV,5
TRGV5,30,30,1.0,TRG,TRGV,5
TRGV4,20,20,1.0,TRG,TRGV,5
TRGV3,36,36,1.0,TRG,TRGV,5
TRGV2,34,34,1.0,TRG,TRGV,5
TRGV1,36,36,1.0,TRG,TRGV,5
TRBV1,38,38,1.0,TRB,TRBV,5
TRBV2,38,38,1.0,TRB,TRBV,5
TRBV3-1,38,38,1.0,TRB,TRBV,5
TRBV4-1,38,38,1.0,TRB,TRBV,5
TRBV5-1,38,38,1.0,TRB,TRBV,5
TRBV6-1,38,38,1.0,TRB,TRBV,5
TRBV7-1,38,38,1.0,TRB,TRBV,5
TRBV4-2,38,38,1.0,TRB,TRBV,5
TRBV6-2,38,38,1.0,TRB,TRBV,5
TRBV7-2,38,38,1.0,TRB,TRBV,5
TRBV6-4,38,38,1.0,TRB,TRBV,5
TRBV7-3,38,38,1.0,TRB,TRBV,5
TRBV5-3,38,38,1.0,TRB,TRBV,5
TRBV9,38,38,1.0,TRB,TRBV,5
TRBV10-1,38,38,1.0,TRB,TRBV,5
TRBV11-1,28,28,1.0,TRB,TRBV,5
TRBV12-1,38,38,1.0,TRB,TRBV,5
TRBV10-2,38,38,1.0,TRB,TRBV,5
TRBV11-2,38,38,1.0,TRB,TRBV,5
TRBV12-2,38,38,1.0,TRB,TRBV,5
