,HG02445,NA19238,HG02678,HG03039,HG03159,NA19024,HG02611,HG02836,HG01890,NA19921,HG02003,HG01455,NA19675,HG01085,HG01048,HG02275,HG01577,HG01950,HG00739,HG01241,HG00634,NA18983,HG02390,HG02382,HG02184,NA18941,HG00436,HG02156,HG02017,NA18566,HG00125,HG00368,NA20801,HG01678,HG00117,HG00271,NA20753,HG02224,HG00254,NA10850,HG02684,NA20899,HG03931,HG03598,NA21102,HG03742,NA20883,HG04149,HG03900,NA21101
HG02003,0.12633823649236203,0.11866982556656938,0.10937337427363207,0.11177072514750899,0.12103959063050404,0.08782250565771851,0.12226372111137467,0.11602651636587216,0.1258559692664595,0.1261372268602731,0.0,0.05458378880217093,0.10720811536446297,0.1182677893595716,0.057214967447338456,0.0804918940018186,0.1290205119351183,0.07476330985182504,0.12219363731389618,0.1227768707859913,0.10046528007227173,0.06721672039009342,0.1380482886529203,0.1276557578019887,0.10796414914220367,0.07464767243524743,0.09179591494178813,0.13973451613685145,0.08163626645064068,0.12026488473365782,0.09024943213117743,0.0625977236007828,0.10659199078730071,0.12313345402448517,0.09320289695068498,0.11254633490256358,0.09889906470740761,0.13087184571174965,0.12293227810465403,0.08298157928118746,0.07675890827780187,0.06955345066925148,0.11888714186151503,0.12102208476141865,0.12293544037420616,0.08798207203743272,0.08382222259043243,0.13178839099101256,0.08455326723432986,0.08981056452333434
HG01455,0.12133979149479367,0.11958686173656369,0.11358223892845218,0.11130973677086835,0.12364699753734418,0.08260207321853369,0.11914611827499878,0.11922692648894377,0.12432846616925668,0.11875432623698388,0.05458378880217093,0.0,0.09698412241186698,0.11408273313696513,0.039433836993120516,0.08619211100791069,0.11247075175351147,0.057237356682502384,0.10634254792885113,0.1157779663839368,0.10197610014116053,0.06111679392769225,0.13443182286943817,0.12104566287149655,0.11836944284738354,0.08058939136139445,0.08219026706368583,0.1306517604167659,0.08702956394237535,0.12376464559800589,0.07267728324586714,0.05049485122267418,0.10327706667019546,0.11337622105185902,0.08788563591395354,0.10845312351426306,0.09989295520706151,0.11621726420803409,0.1245146176157643,0.06691533830146867,0.06347694463346515,0.06371769769852015,0.11971542298300583,0.11970098161669351,0.12363894006339589,0.06903557054156936,0.08863618053594141,0.12159093305012508,0.06992149168889349,0.08384235206624394
NA19675,0.12347074552297801,0.10469108128202707,0.08424758156766282,0.11858713041472924,0.09196033112163092,0.10625165881058045,0.09337741964736443,0.08897322630994113,0.1276377491183545,0.06713631655073132,0.10720811536446297,0.09698412241186698,0.0,0.0589009550007468,0.10548465528217836,0.09144703385020204,0.09109960208475117,0.07558467106497188,0.08075886948193368,0.11188991241394373,0.09767929668051464,0.06533903886651532,0.1345301360290697,0.07156736337186106,0.11107355670905654,0.10167309132705664,0.08334002639788399,0.12499570992638107,0.11195528125104237,0.07980900638399152,0.07376706582208621,0.07916001200100971,0.0867160884726704,0.06149339395414762,0.0669806875151338,0.08281491411575574,0.056296580713219156,0.10398635727825069,0.11285431981098464,0.10542736836324808,0.10226600119296735,0.07531122094349553,0.11157748428782573,0.1092728580206448,0.09625561022610578,0.09176279202378272,0.09086463833637375,0.1272400389028548,0.08140004606878304,0.04594083151184793
HG01085,0.11550981560023374,0.10394420378260638,0.07659862923055477,0.10135085100777398,0.08387584574834403,0.109662106034856,0.07940665904066233,0.0781138272010788,0.11212573299648926,0.06616913933247129,0.1182677893595716,0.11408273313696513,0.0589009550007468,0.0,0.11112653823457293,0.10456214659234957,0.0929895020956667,0.0892194065212272,0.06456070786476864,0.11852701168931916,0.11636333185329474,0.08088862713632863,0.12108000454245119,0.07060936552611134,0.11542904747072982,0.117718913093861,0.10238097967884466,0.11216010877312843,0.1080697228644545,0.08503468410007767,0.07643955128073425,0.09839625246928868,0.09689825849828262,0.06145789208881149,0.07389052713305003,0.08872017808818916,0.0720512664704792,0.07381922175151943,0.11460364304855236,0.10391188574941752,0.10170286377482199,0.09591779032066991,0.11428278523032243,0.1086564310107782,0.09613065327979417,0.11179861358711028,0.11928880919851619,0.11125856146832028,0.09306868431432777,0.07278107583706082
HG01048,0.12177898012382926,0.12397171048267423,0.10969279830508473,0.10418440382322107,0.12067092649018651,0.07622499590029506,0.11928763557049825,0.11695902060123452,0.12410955845542276,0.11320600690776086,0.057214967447338456,0.039433836993120516,0.10548465528217836,0.11112653823457293,0.0,0.09709709058463081,0.11305815981166509,0.05237122301417068,0.10826165064324487,0.11226424185821592,0.10827529727504792,0.06481543026162828,0.14119650314366855,0.11983436485416027,0.12000093749633792,0.08805924142303295,0.09738258314503678,0.1373475336509542,0.08703601266142655,0.12604426801723273,0.06859976311912455,0.05456070014213528,0.10125322217095119,0.10691140023402555,0.07749846772678799,0.1073009785603095,0.08934994404027348,0.11143162701854444,0.12274990835027128,0.0705698767180445,0.06459194996282432,0.05399330977074845,0.12446512563766607,0.11662513665586849,0.11846956360179606,0.07370736055510332,0.08901582724437268,0.1190515854577334,0.07462601758100187,0.09262259443569912
HG02275,0.07702468760079459,0.08089357205612817,0.12669734606533792,0.0959720792730886,0.10003408169219129,0.06777890527295348,0.09778780598827239,0.13038803626100057,0.10076716975285156,0.12279271151008922,0.0804918940018186,0.08619211100791069,0.09144703385020204,0.10456214659234957,0.09709709058463081,0.0,0.09568385443741279,0.0954978272004133,0.12711989419441788,0.08591201894962078,0.06584749425756459,0.09237875838091784,0.09916990470903964,0.1074102415973449,0.07697694460031523,0.08078076813202509,0.04971745166438039,0.08975715848889157,0.08172164645918487,0.10575391245717579,0.10692341885667518,0.07442514695988178,0.05005374611355278,0.1258635570767011,0.10385151659942189,0.09213833349914681,0.10322425829232196,0.08361533950179238,0.0865692930547547,0.052589946757911815,0.07557793990312252,0.07403181748410613,0.08461217406496538,0.07106342237747912,0.0826144811761231,0.07700806775916404,0.0759688752055735,0.08019572931272588,0.07431895787751602,0.08124486137596643
HG01577,0.08901204974608776,0.05793697006230133,0.0878334361163219,0.09114957487558567,0.06898012394885936,0.08518406541131975,0.07269109298944405,0.09079654453777412,0.08531361263010728,0.08332636137501745,0.1290205119351183,0.11247075175351147,0.09109960208475117,0.0929895020956667,0.11305815981166509,0.09568385443741279,0.0,0.10445111296678461,0.08143290182720986,0.09215672791500358,0.11077934148567593,0.08253423532086548,0.10086939575510503,0.08157484293579731,0.08391103920224083,0.10221429694519255,0.09192431669585584,0.10104308486977226,0.11108432607708434,0.05945971325191536,0.07879603416416336,0.12762260771509099,0.10970744049516423,0.08100905813549496,0.08343801591600798,0.06772123005380218,0.07912900858724316,0.08053222957301008,0.07165598369989767,0.08979557338755625,0.1013522323385134,0.11497808486837828,0.08257305856028345,0.08059334649957153,0.08361513020978918,0.0881398179031475,0.0912108820262144,0.08366589807083888,0.12719486035213845,0.09078748537105762
HG01950,0.12897308827813653,0.1152023545766318,0.09275777595436406,0.11249518878600986,0.09747794622374847,0.08156831492681457,0.09514261663418765,0.08603006741831602,0.12459419127712175,0.08879211676719956,0.07476330985182504,0.057237356682502384,0.07558467106497188,0.0892194065212272,0.05237122301417068,0.0954978272004133,0.10445111296678461,0.0,0.09491806993402258,0.13537565327635542,0.10726214383462601,0.043046050922239086,0.1376808991835832,0.09727521524006,0.11289398788243776,0.08446303925386536,0.08949564235201622,0.13614273759551038,0.08914178313226633,0.10107190509731177,0.049450606669686065,0.0648500385504897,0.10970589090837374,0.08793541664198788,0.057621805768302684,0.09459951109810241,0.07691791078806028,0.10339395533588992,0.12552438010203437,0.07599348656299433,0.07034342542128583,0.0673438007540412,0.12494063590361625,0.11657663788255346,0.10429362396618501,0.08115149413288705,0.10354332426573912,0.13313837726215536,0.09776231380240546,0.0732120379445894
HG00739,0.13053108825103696,0.10541226209507128,0.0487337665279424,0.10093497907068688,0.07540825551622315,0.11551878635096544,0.07710594983527536,0.060774789181041185,0.12765534653903063,0.04908263440362589,0.12219363731389618,0.10634254792885113,0.08075886948193368,0.06456070786476864,0.10826165064324487,0.12711989419441788,0.08143290182720986,0.09491806993402258,0.0,0.12867183063903304,0.11857277301303194,0.059553400406693824,0.1309376187350297,0.09277158778419177,0.11724544767282012,0.12280352193646564,0.1125567079298253,0.12851391947956456,0.12839734226221353,0.08366718293333414,0.05931243545834212,0.12805445130880846,0.12832330263829714,0.04286615798039288,0.05718918166926328,0.09857418526165965,0.06112509713693713,0.0901481558324961,0.11996482817892919,0.11241680256972264,0.12081741389385886,0.11385723516755533,0.12407385905177608,0.11619967728010262,0.09681886438086329,0.11521873762544006,0.11683079645367483,0.12454543347710503,0.11966558611397012,0.07601320608946843
HG01241,0.08330435162703087,0.06345074861654511,0.1304449692399059,0.10304200599755423,0.10762654180080301,0.06121452033627316,0.10528448366212374,0.13189148949041404,0.037863934026986686,0.12421763159873883,0.1227768707859913,0.1157779663839368,0.11188991241394373,0.11852701168931916,0.11226424185821592,0.08591201894962078,0.09215672791500358,0.13537565327635542,0.12867183063903304,0.0,0.12195915299804275,0.11634180246154002,0.11916670046619567,0.09465665586740322,0.08638392500922842,0.10080949856040353,0.09381878809705442,0.09027933041399898,0.09105943114252361,0.09507349788453141,0.11373758173972225,0.11445752487276667,0.10577305895170092,0.1268094436546427,0.11138377350404322,0.07548910517419052,0.11194987717724392,0.09640364360334104,0.07709074198631118,0.08388831861469152,0.08261012347164239,0.11228531738388596,0.08110282054281466,0.0612694050893266,0.11604959069294471,0.09228534553221328,0.09696232515776425,0.0837382976898862,0.10931828529573633,0.13375129905911193
HG00634,0.11742300668948995,0.09603643839710009,0.11922325695937014,0.10953973023519822,0.10617692781390879,0.08487299334888572,0.10537038246110716,0.12285157711645382,0.11373598814799123,0.11780701379799081,0.10046528007227173,0.10197610014116053,0.09767929668051464,0.11636333185329474,0.10827529727504792,0.06584749425756459,0.11077934148567593,0.10726214383462601,0.11857277301303194,0.12195915299804275,0.0,0.09017512129185078,0.12043280284042217,0.09601606636391641,0.08574887754367401,0.07947147286920005,0.0716418173973832,0.10769325652054543,0.09052171010315702,0.09760553263007174,0.1024144154892269,0.09691567210725002,0.09738209537692234,0.11698496698294188,0.09135890761168283,0.08933701640417593,0.10019122965609316,0.11864412121972163,0.10121378364629989,0.09612338425170017,0.08900053370626493,0.08826872322629346,0.1032082845511929,0.08689384328017721,0.10783348274075173,0.08401714110822862,0.08318195417276514,0.10814676370562368,0.08240533963281749,0.0904623125948038
NA18983,0.12160807950132262,0.10573154685333985,0.06317628115044442,0.09232958626572525,0.07101869472188292,0.08148937047247327,0.067345601192654,0.06971807513120253,0.1369450893606631,0.07244546224574731,0.06721672039009342,0.06111679392769225,0.06533903886651532,0.08088862713632863,0.06481543026162828,0.09237875838091784,0.08253423532086548,0.043046050922239086,0.059553400406693824,0.11634180246154002,0.09017512129185078,0.0,0.129778821461747,0.08283029337144714,0.10731277882899128,0.06963449217162426,0.07996203786797833,0.12187584871499357,0.08000318743650155,0.08674481252501501,0.04556404832760144,0.07594083223141554,0.10582105178082478,0.07687158122479333,0.049166807909401644,0.08532944978142072,0.05337447892017308,0.0852696018520082,0.1119,0.07248629180748592,0.06671191797572605,0.07188042153465714,0.11238976821757396,0.1157625155220808,0.09872988402707662,0.06973487291162149,0.08317005170131855,0.12458420846961304,0.09509541261280693,0.044772815412926624
HG02390,0.053440176833539764,0.054449035804135223,0.11852349977957957,0.09127614693883612,0.08999774997187429,0.0990249589749978,0.09379966684375804,0.13035186995206474,0.07290629259535832,0.12863000233227082,0.1380482886529203,0.13443182286943817,0.1345301360290697,0.12108000454245119,0.14119650314366855,0.09916990470903964,0.10086939575510503,0.1376808991835832,0.1309376187350297,0.11916670046619567,0.12043280284042217,0.129778821461747,0.0,0.09617733620765341,0.06104123606218996,0.09871677922217682,0.10582735941144898,0.049806826841307605,0.07863593326209081,0.1053893732783339,0.1355465326004321,0.13955997814559876,0.08936607298074588,0.1306985367171339,0.1328850254919643,0.09396357006840471,0.1255619568181382,0.10259733183665158,0.07384925524336722,0.09751355034045268,0.10402746031697593,0.1392917352178513,0.050007349459854404,0.07065058386170635,0.08355140633167105,0.10390922721298623,0.09664822812654146,0.06309203594749499,0.13688875045086796,0.13310031930840738
HG02382,0.08659083381051369,0.08652106679878606,0.08644569104356793,0.08205284882318224,0.0726004648745447,0.09483013761457906,0.07715769566284364,0.08444905268858853,0.10662872502285677,0.06520634555010732,0.1276557578019887,0.12104566287149655,0.07156736337186106,0.07060936552611134,0.11983436485416027,0.1074102415973449,0.08157484293579731,0.09727521524006,0.09277158778419177,0.09465665586740322,0.09601606636391641,0.08283029337144714,0.09617733620765341,0.0,0.06380654355158255,0.09570564246688906,0.09878067877879762,0.07595039499568124,0.10312056051050147,0.047366575768151106,0.08650458080356208,0.11355124393858483,0.08602784432961226,0.07821854000171571,0.07556828038271085,0.0739313702023708,0.07069078794298447,0.07827282414733737,0.08256966755413273,0.10004124149569517,0.07729193036792391,0.11328802893509976,0.08632684982089871,0.06430241053024373,0.06725702565531723,0.10473772004392687,0.11002432685547318,0.07703319089846922,0.11044129662404367,0.08699561770572124
HG02184,0.05652194264177409,0.05614022621970809,0.10692188737578476,0.06986386762841003,0.06575631148414576,0.09464333045703749,0.0662518678981959,0.10797243861282381,0.0899123323020819,0.10885307758625845,0.10796414914220367,0.11836944284738354,0.11107355670905654,0.11542904747072982,0.12000093749633792,0.07697694460031523,0.08391103920224083,0.11289398788243776,0.11724544767282012,0.08638392500922842,0.08574887754367401,0.10731277882899128,0.06104123606218996,0.06380654355158255,0.0,0.06397171249857238,0.07701485246366443,0.045781355375305345,0.07858096143468848,0.08108083929018002,0.11227331606396954,0.11549012944836455,0.06996116780043055,0.11633167023644077,0.11371673139868206,0.08398425447665771,0.11076201966378187,0.07526539709587667,0.05463366636058759,0.07482850392731369,0.07925239744007748,0.11905330738790922,0.05498836240514896,0.04594749721149129,0.0631389737008767,0.07872396394999429,0.07232376856884602,0.0879745133547211,0.1189649843441338,0.10936410517166956
NA18941,0.09677174174313491,0.07221130451667523,0.115169928800881,0.09138637754063786,0.0776992599707359,0.08198888644200505,0.08727863426979138,0.11698430450278362,0.09835706634502678,0.1141316016710534,0.07464767243524743,0.08058939136139445,0.10167309132705664,0.117718913093861,0.08805924142303295,0.08078076813202509,0.10221429694519255,0.08446303925386536,0.12280352193646564,0.10080949856040353,0.07947147286920005,0.06963449217162426,0.09871677922217682,0.09570564246688906,0.06397171249857238,0.0,0.058349871465154066,0.07975288396039355,0.05724495610968708,0.09420234869683451,0.09622051496432557,0.09008447424501072,0.08692942539784788,0.11915164707212401,0.08831981657589648,0.08513778538345944,0.0971591091972338,0.10057252358373037,0.08665232253090509,0.060762694146984625,0.07350115645348718,0.08714830749934276,0.07189963490866974,0.08963474493744042,0.08948480317908736,0.06667688879964333,0.06472727400408579,0.10050805937834041,0.09852721705193951,0.08888956631686308
HG00436,0.0934859481419534,0.07121184943532922,0.12110941334182078,0.09712888344874557,0.08779474642596788,0.08101803811497783,0.08325735703227674,0.1202403634392378,0.11782514587302662,0.11359464115881523,0.09179591494178813,0.08219026706368583,0.08334002639788399,0.10238097967884466,0.09738258314503678,0.04971745166438039,0.09192431669585584,0.08949564235201622,0.1125567079298253,0.09381878809705442,0.0716418173973832,0.07996203786797833,0.10582735941144898,0.09878067877879762,0.07701485246366443,0.058349871465154066,0.0,0.09033421278784688,0.08838157330575191,0.09762806973406776,0.08786361590556127,0.07771643970229207,0.07382821276449811,0.11048906054447201,0.08700910871857039,0.08032547852331787,0.09079142305306157,0.09286729779637179,0.08157000061297046,0.07236166111968409,0.08043669871395767,0.0766559521498494,0.07584887935889363,0.07983072716692488,0.09646089881397539,0.058543103778327304,0.06649310114590837,0.0948276067398097,0.07433868441128078,0.07444031165974523
HG02156,0.06695166166720586,0.052960622164019186,0.12128205761776965,0.09338076622088726,0.0830074394256322,0.09806429013662415,0.08381179809549488,0.12061311081304553,0.08279553128037768,0.1181038526043922,0.13973451613685145,0.1306517604167659,0.12499570992638107,0.11216010877312843,0.1373475336509542,0.08975715848889157,0.10104308486977226,0.13614273759551038,0.12851391947956456,0.09027933041399898,0.10769325652054543,0.12187584871499357,0.049806826841307605,0.07595039499568124,0.045781355375305345,0.07975288396039355,0.09033421278784688,0.0,0.08195553672571489,0.0993329376390329,0.12950121621050514,0.13370260842631304,0.08800319596469211,0.12160859344635148,0.12204478686121747,0.09017384598651652,0.12416246413469734,0.08679801265006014,0.06856137761159704,0.09044532879038032,0.08172673981017473,0.12814317188207883,0.06415654682103768,0.0623947313480874,0.08900162919857142,0.09956515454716072,0.10115024715738465,0.06152383684394204,0.13692246893771673,0.12675301771555578
HG02017,0.07801557536799944,0.07512321545301424,0.12623457331492036,0.09673158739522472,0.09133992828987769,0.066395670039544,0.09441472342807557,0.12863724188585512,0.08932752935125879,0.12631509213075054,0.08163626645064068,0.08702956394237535,0.11195528125104237,0.1080697228644545,0.08703601266142655,0.08172164645918487,0.11108432607708434,0.08914178313226633,0.12839734226221353,0.09105943114252361,0.09052171010315702,0.08000318743650155,0.07863593326209081,0.10312056051050147,0.07858096143468848,0.05724495610968708,0.08838157330575191,0.08195553672571489,0.0,0.10980609045039352,0.09561527074688436,0.09021721010982327,0.08119495058191735,0.12754877498431727,0.09380475734204528,0.07952804536765631,0.1069915884544201,0.09784367634139673,0.08974332844284304,0.05861657188884386,0.06510005760366114,0.08189600112337599,0.07959588557205705,0.08199835364200918,0.09172175314504187,0.0739545468514276,0.07686639382721165,0.09075947608927676,0.09686463492936935,0.09800516568018239
NA18566,0.09073513652384065,0.07240074239950858,0.07842525103561991,0.08034709079985411,0.06589106540343691,0.09114971201271016,0.0610870076202788,0.08062783328355042,0.0973721341041676,0.057471906180324314,0.12026488473365782,0.12376464559800589,0.07980900638399152,0.08503468410007767,0.12604426801723273,0.10575391245717579,0.05945971325191536,0.10107190509731177,0.08366718293333414,0.09507349788453141,0.09760553263007174,0.08674481252501501,0.1053893732783339,0.047366575768151106,0.08108083929018002,0.09420234869683451,0.09762806973406776,0.0993329376390329,0.10980609045039352,0.0,0.0902009562033574,0.12002152931870182,0.08851158116314496,0.07038458638082631,0.0726246342503699,0.06914985538668898,0.07412275291703621,0.08630260714485977,0.06747284639023315,0.10042675191401941,0.10788504298557794,0.11682919155758974,0.0786799211997572,0.08475078170730933,0.04606620236138421,0.09812346814090908,0.0996369283950484,0.1081918088396714,0.11211138434610465,0.09327295963997283
